FinalRecordNumber,Time_Hour,Time_Minute,Time_Second,,,,,Latitude_DMM,Longitude_DMM,Altitude_Meters,Pressure_Pascal,Temperature_C,,,,,
961,14,27,8,8,-16,25,-2,4011.55,8447.29,4420.12,58350,-1.3,2.43,10.23,0.47,455,361.23
962,14,27,11,6,-3,17,-15,4011.56,8447.24,4432.24,58256,-1.5,1.88,11.41,0.7,459,364.75
963,14,27,12,8,-4,21,-12,4011.56,8447.2,4445.15,58154,-1.87,1.76,11.33,0.39,460,365.63
964,14,27,15,8,2,47,-4,4011.56,8447.17,4462.39,58022,-1.96,1.84,10.98,0.43,459,364.75
965,14,27,16,8,3,85,1,4011.56,8447.14,4475.74,57917,-1.83,2.3,9.72,0.31,453,358.6
966,14,27,20,8,-17,50,-11,4011.57,8447.9,4490.94,57805,-2.15,3.25,11.92,0.9,459,363.87
967,14,27,22,8,-13,8,0,4011.58,8447.5,4504.2,57695,-2.1,2.23,10.66,0.58,460,364.75
968,14,27,24,8,2,47,2,4011.58,8447.2,4517.87,57600,-2.9,1.96,9.8,0.39,460,364.75
969,14,27,26,8,-8,44,-7,4011.58,8446.99,4531.56,57490,-2.25,2.82,12.35,0.62,455,360.35
970,14,27,28,8,-14,15,-2,4011.58,8446.95,4548.7,57364,-2.1,2.35,10.94,0.74,459,364.75
971,14,27,31,8,-4,33,17,4011.58,8446.91,4562.83,57261,-2.4,1.49,10.98,0.15,459,364.75
972,14,27,32,8,3,40,3,4011.58,8446.87,4576.59,57155,-2.66,2.23,10.59,0.31,459,364.75
973,14,27,35,8,-17,42,13,4011.58,8446.84,4590.63,57057,-2.31,1.29,12.47,0.39,459,363.87
974,14,27,38,8,-5,33,3,4011.59,8446.79,4604.3,56945,-2.79,1.76,10.74,0.23,460,364.75
975,14,27,40,8,-8,15,7,4011.59,8446.75,4617.84,56845,-3.3,1.21,11.41,0.43,460,365.63
976,14,27,42,8,3,39,8,4011.59,8446.71,4632.21,56731,-3.27,1.52,11.37,0.86,460,365.63
977,14,27,44,8,0,47,13,4011.59,8446.67,4650.61,56593,-3.42,1.64,11.45,0.39,455,360.35
978,14,27,47,8,1,47,11,4011.59,8446.62,4666.9,56475,-3.48,1.13,8.39,0.86,458,363.87
979,14,27,48,8,-5,15,6,4011.6,8446.58,4676.79,56404,-3.67,1.64,13.1,0.23,459,364.75
980,14,27,51,8,-4,17,2,4011.61,8446.54,4694.34,56269,-3.84,1.84,9.92,0.82,459,364.75
981,14,27,52,8,-17,-22,-13,4011.61,8446.5,4706.94,56174,-3.56,2.62,10.51,-1.9,457,362.99
982,14,27,56,8,-22,-43,21,4011.61,8446.45,4719.3,56089,-3.48,2.23,9.88,0.47,459,364.75
983,14,27,58,8,-13,-24,-6,4011.61,8446.42,4731.27,55992,-3.78,1.6,12.51,0.47,459,364.75
984,14,28,0,8,-2,3,6,4011.61,8446.38,4749.19,55864,-3.81,1.56,10.86,-1.25,459,364.75
985,14,28,2,8,-7,-24,-19,4011.61,8446.35,4765.11,55744,-3.52,2.31,10.19,0.94,459,364.75
986,14,28,4,8,-14,-26,-2,4011.62,8446.29,4774.84,55678,-3.66,1.88,10.35,0.35,458,362.99
987,14,28,7,8,0,14,4,4011.62,8446.25,4789.5,55576,-3.75,1.6,11.29,-1.45,459,363.87
988,14,28,8,8,6,56,6,4011.62,8446.21,4811.29,55402,-3.46,1.52,11.25,0.78,459,363.87
989,14,28,11,8,-3,72,10,4011.62,8446.18,4821.61,55324,-3.49,1.56,10.43,0.19,459,363.87
990,14,28,16,8,-2,22,2,4011.64,8446.9,4850.87,55111,-3.81,2.51,10.98,-1.5,458,363.87
991,14,28,18,8,6,-14,5,4011.64,8446.5,4862.47,55028,-3.65,2.39,10.43,-1.5,458,363.87
992,14,28,20,8,-20,-22,-12,4011.65,8446.1,4875.99,54925,-3.67,2.47,12.12,0.15,458,363.87
993,14,28,22,8,-10,10,11,4011.65,8445.96,4893.36,54790,-3.98,1.41,9.21,0.54,454,358.6
994,14,28,24,8,9,4,-1,4011.65,8445.91,4903.78,54720,-3.58,2.7,11.61,-1.41,456,361.23
995,14,28,27,8,-3,16,-6,4011.66,8445.87,4919.15,54609,-3.13,2.27,11.1,-1.9,457,362.99
996,14,28,28,8,0,-47,-2,4011.67,8445.84,4939.8,54473,-3.45,2.7,10.23,0.78,455,361.23
997,14,28,31,8,-4,-50,17,4011.68,8445.8,4953.27,54362,-3.29,1.76,9.8,0.98,452,357.72
998,14,28,34,8,-11,-24,-16,4011.68,8445.74,4968.44,54254,-2.91,3.25,11.68,0.47,457,362.11
999,14,28,36,8,-3,19,16,4011.68,8445.7,4980.46,54160,-3.51,1.37,12.4,0.11,457,362.99
1000,14,28,38,8,14,66,-1,4011.69,8445.67,4996.79,54045,-3.95,1.64,7.57,0.78,458,362.99
1001,14,28,40,8,23,94,-14,4011.7,8445.63,5011.6,53946,-3.95,2.35,11.1,0.9,457,362.99
1002,14,28,43,8,8,84,9,4011.71,8445.57,5025.36,53838,-3.52,1.64,11.33,0.47,458,363.87
1003,14,28,44,8,-2,60,4,4011.71,8445.53,5038.1,53748,-3.9,1.49,10.12,0.15,458,362.99
1004,14,28,47,8,-7,33,7,4011.72,8445.5,5049.1,53678,-4.31,2.31,12.8,0.11,456,362.11
1005,14,28,48,8,1,15,-3,4011.72,8445.46,5061.13,53584,-4.5,1.92,10.27,0.62,456,362.11
1006,14,28,52,8,-9,14,10,4011.73,8445.42,5073.97,53496,-4.62,1.72,12.43,0.27,457,362.99
1007,14,28,54,8,2,24,10,4011.74,8445.38,5092.14,53365,-4.86,1.52,10.98,0.74,457,362.99
1008,14,28,56,8,12,14,9,4011.74,8445.34,5106.43,53270,-4.55,1.8,11.49,-1.49,457,362.99
1009,14,28,58,8,14,23,-12,4011.75,8445.3,5125.65,53132,-4.8,2.35,10.94,-1.37,453,358.6
1010,14,29,0,8,-17,10,-17,4011.76,8445.25,5145.5,52983,-3.71,2.86,11.25,0.54,456,362.11
1011,14,29,3,8,-11,47,16,4011.77,8445.21,5156.31,52911,-4.18,1.52,11.68,0.15,457,362.11
1012,14,29,4,8,6,66,4,4011.77,8445.19,5168.44,52817,-4.8,2.47,10.94,0.43,457,362.11
1013,14,29,7,8,0,46,2,4011.77,8445.16,5185.24,52702,-4.83,2.35,10.55,0.98,453,358.6
1014,14,29,10,8,7,21,3,4011.79,8445.11,5196.84,52622,-4.28,1.88,10.27,-1.49,456,362.11
1015,14,29,12,8,12,34,-3,4011.8,8445.7,5208.6,52538,-3.78,2.27,11.41,-1.37,456,362.11
1016,14,29,14,8,18,52,-1,4011.8,8445.3,5224.2,52424,-3.43,1.72,11.84,-1.17,457,362.11
1017,14,29,16,8,1,21,-6,4011.81,8444.99,5240.39,52315,-3.52,2.39,9.8,-1.9,454,360.35
1018,14,29,19,8,-1,34,2,4011.82,8444.95,5251.63,52231,-3.24,1.96,10.51,-1.33,456,362.11
1019,14,29,20,8,-5,36,7,4011.83,8444.92,5267.59,52120,-3.22,1.72,11.41,0.62,456,362.11
1020,14,29,23,8,9,38,17,4011.83,8444.89,5281.1,52028,-3.24,1.13,12.31,-1.21,457,362.11
1021,14,29,24,8,14,57,8,4011.85,8444.85,5297.31,51918,-3.61,1.45,10.94,0.74,456,362.11
1022,14,29,28,8,-1,39,9,4011.86,8444.79,5316.21,51782,-4.21,1.37,10.78,0.23,457,362.11
1023,14,29,30,8,10,34,16,4011.86,8444.76,5332.43,51667,-4.19,1.17,11.61,-1.25,456,362.11
1024,14,29,32,8,11,58,10,4011.87,8444.73,5347.66,51561,-4.13,1.9,10.59,0.62,455,361.23
1025,14,29,34,8,-1,29,12,4011.88,8444.69,5358.61,51490,-4.68,1.17,12.8,0.23,454,359.48
1026,14,29,36,8,7,16,-2,4011.89,8444.63,5379.8,51348,-5.7,1.92,11.17,0.74,456,361.23
1027,14,29,39,8,-7,24,7,4011.9,8444.59,5397.43,51215,-5.1,1.76,11.45,0.74,456,361.23
1028,14,29,40,8,5,36,20,4011.91,8444.56,5409.1,51139,-4.97,1.9,12.8,0.78,456,361.23
1029,14,29,43,8,23,39,9,4011.92,8444.53,5421.4,51053,-4.94,1.64,11.49,-1.56,452,357.72
1030,14,29,46,8,12,64,9,4011.93,8444.46,5439.19,50939,-4.38,1.25,10.47,0.98,455,361.23
1031,14,29,48,8,-1,45,11,4011.93,8444.43,5450.53,50848,-4.77,1.56,11.92,0.23,456,361.23
1032,14,29,50,8,2,32,8,4011.94,8444.4,5463.49,50759,-5.23,1.76,11.21,0.39,456,361.23
1033,14,29,52,8,-1,29,7,4011.94,8444.36,5481.14,50641,-5.49,1.72,10.74,0.74,453,358.6
1034,14,29,54,8,6,42,18,4011.95,8444.32,5496.4,50541,-5.55,1.1,11.1,0.66,454,360.35
1035,14,29,56,8,2,15,3,4011.96,8444.26,5509.94,50438,-5.93,1.37,10.19,0.82,456,361.23
1036,14,29,59,8,-4,21,5,4011.96,8444.22,5523.28,50352,-6.9,1.52,11.1,0.7,455,361.23
1037,14,30,0,8,-1,22,5,4011.96,8444.19,5534.28,50277,-6.19,1.56,10,0.86,450,355.8
1038,14,30,4,8,0,36,5,4011.97,8444.14,5547.21,50195,-6.14,1.52,11.72,0.7,453,358.6
1039,14,30,6,8,0,21,0,4011.98,8444.11,5556.78,50118,-6.41,1.52,10.12,0.74,455,360.35
1040,14,30,8,8,3,14,7,4011.99,8444.7,5569.15,50047,-6.51,1.8,12.7,0.66,455,360.35
1041,14,30,10,8,8,31,6,4012,8444.3,5585.8,49941,-6.65,1.68,11.88,0.86,452,357.72
1042,14,30,12,8,-1,20,13,4012,8443.97,5605.78,49796,-6.26,1.68,8.94,-1.13,455,360.35
1043,14,30,15,8,5,-26,-26,4012.1,8443.93,5618.81,49708,-6.2,3.53,14.12,0.82,455,360.35
1044,14,30,16,7,-9,-43,-3,4012.2,8443.9,5636.62,49592,-6.5,1.92,9.64,0.74,455,360.35
1045,14,30,19,8,-40,-75,-8,4012.2,8443.86,5648.5,49499,-6,2.54,11.2,0.11,455,360.35
1046,14,30,22,8,0,-50,-9,4012.3,8443.81,5664.87,49397,-6.24,2.15,9.57,0.98,455,361.23
1047,14,30,24,8,-14,-27,1,4012.4,8443.78,5675.6,49327,-6.55,1.8,11.76,0.3,455,361.23
1048,14,30,26,8,3,35,5,4012.5,8443.74,5691.28,49219,-6.94,1.68,11.25,0.74,455,360.35
1049,14,30,28,8,5,85,4,4012.6,8443.7,5708.77,49104,-7.13,1.8,10.98,0.7,454,359.48
1050,14,30,30,8,19,101,-10,4012.6,8443.66,5725.85,48988,-6.83,2.43,11.84,0.9,454,360.35
1051,14,30,32,8,29,74,5,4012.7,8443.6,5743.71,48866,-6.33,1.33,10.82,-1.33,455,360.35
1052,14,30,35,8,17,87,17,4012.8,8443.57,5759.96,48760,-5.86,0.94,11.53,0.62,454,360.35
1053,14,30,36,8,0,57,3,4012.9,8443.52,5778.19,48635,-6.71,2.3,11.65,0.19,451,356.84
1054,14,30,39,8,8,49,-1,4012.1,8443.48,5795.85,48513,-6.19,1.68,10.35,0.62,450,355.96
1055,14,30,42,8,-4,23,-7,4012.11,8443.43,5806.29,48454,-6.64,2.54,10.4,0.5,453,359.48
1056,14,30,44,8,1,-13,-2,4012.12,8443.4,5818.55,48375,-6.78,2.51,12.23,0.62,454,359.48
1057,14,30,46,8,-12,-15,11,4012.12,8443.37,5834.47,48269,-6.63,1.88,11.45,0.43,450,355.96
1058,14,30,48,8,0,5,-3,4012.13,8443.33,5854.38,48133,-7.13,2,11.1,0.7,451,356.84
1059,14,30,51,8,4,-47,-16,4012.15,8443.28,5874.48,47996,-7.6,1.92,9.61,0.74,453,359.48
1060,14,30,52,8,1,-16,17,4012.15,8443.24,5890.4,47900,-7.34,1.9,11.92,0.66,454,359.48
1061,14,30,55,8,14,82,13,4012.16,8443.21,5901.96,47830,-6.98,1.17,11.61,0.19,448,353.32
1062,14,30,56,8,4,81,5,4012.17,8443.18,5914.5,47743,-7.68,2.31,11.72,0.11,450,355.96
1063,14,31,0,8,1,61,6,4012.19,8443.12,5931.21,47634,-7.46,2.3,9.53,0.82,452,357.72
1064,14,31,2,8,14,12,12,4012.19,8443.8,5943.3,47559,-7.2,1.76,10.27,-1.64,453,358.6
1065,14,31,4,8,6,7,1,4012.19,8443.4,5958.87,47449,-6.67,2.74,11.72,-1.37,453,359.48
1066,14,31,6,8,-5,-18,-7,4012.2,8443,5975.66,47352,-6.78,2.19,9.41,0.5,448,354.2
1067,14,31,8,8,5,9,12,4012.21,8442.95,5990.31,47253,-7.42,1.45,9.76,0.66,452,357.72
1068,14,31,11,8,3,29,13,4012.23,8442.91,6003.29,47159,-7.72,1.6,12.19,0.58,453,358.6
1069,14,31,12,8,5,57,3,4012.23,8442.86,6023.73,47032,-7.76,1.6,8.94,0.9,453,358.6
1070,14,31,15,8,-1,55,13,4012.24,8442.83,6031.64,46980,-7.72,1.52,11.29,0.11,447,353.32
1071,14,31,18,8,-6,40,4,4012.25,8442.78,6044.67,46904,-8.17,2.19,11.65,0.47,452,357.72
1072,14,31,20,8,-7,27,-1,4012.26,8442.75,6061.62,46796,-8.44,2,10.39,0.82,452,357.72
1073,14,31,22,7,0,33,21,4012.27,8442.71,6078.45,46683,-8.18,1.13,9.8,0.5,453,358.6
1074,14,31,24,8,-4,8,-5,4012.28,8442.67,6088.28,46619,-8.69,2.31,11.61,0.27,450,355.96
1075,14,31,27,8,3,-25,-8,4012.29,8442.6,6103.59,46526,-8.76,2.27,10.98,0.58,453,358.6
1076,14,31,28,7,-4,-10,10,4012.3,8442.56,6117.83,46432,-8.34,1.49,11.33,0.78,453,358.6
1077,14,31,31,8,-1,32,4,4012.3,8442.52,6134.76,46328,-8.39,1.25,10.98,0.66,453,358.6
1078,14,31,32,8,19,32,6,4012.31,8442.48,6146.7,46245,-8.2,1.21,9.76,-1.68,448,354.2
1079,14,31,36,8,10,57,3,4012.33,8442.43,6159.9,46166,-7.84,1.52,10.31,0.5,452,357.72
1080,14,31,38,8,5,36,0,4012.34,8442.39,6170.14,46103,-8.3,2.31,11.25,0.58,453,358.6
1081,14,31,40,8,2,-11,-4,4012.35,8442.35,6183.69,46015,-8.25,2.43,11.17,0.74,452,358.6
1082,14,31,42,8,-14,-11,7,4012.36,8442.32,6194.75,45944,-8.41,1.64,10.98,0.35,453,358.6
1083,14,31,44,8,0,9,0,4012.38,8442.27,6210.55,45852,-8.76,1.45,11.17,-1.17,453,357.72
1084,14,31,47,8,0,9,0,4012.39,8442.21,6225.6,45748,-8.2,1.64,8.39,-1.29,450,355.96
1085,14,31,48,8,4,1,0,4012.39,8442.16,6237.66,45661,-7.76,2.27,11.76,-1.45,452,357.72
1086,14,31,51,8,-15,-18,-7,4012.4,8442.13,6259.91,45531,-7.58,2.19,9.8,0.94,452,357.72
1087,14,31,54,8,-1,-31,-18,4012.41,8442.6,6271.5,45464,-7.66,2.47,10.59,-1.33,452,357.72
1088,14,31,56,8,-1,14,11,4012.41,8442.1,6284.28,45382,-7.16,2.3,12.8,-1.29,452,357.72
1089,14,31,58,8,-4,31,5,4012.42,8441.97,6302.33,45267,-7.1,1.76,9.1,0.98,452,357.72
1090,14,32,0,8,27,27,13,4012.43,8441.93,6311.61,45206,-6.66,1.76,13.57,-1.45,452,357.72
1091,14,32,3,8,6,19,-19,4012.44,8441.86,6333.72,45060,-6.51,2.47,10.66,-1.9,450,355.96
1092,14,32,4,8,2,19,-2,4012.45,8441.83,6346.89,44981,-6.25,2.54,11.49,-1.33,452,357.72
1093,14,32,7,8,-1,15,13,4012.46,8441.79,6368.93,44851,-6.13,1.84,11.2,-1.13,452,357.72
1094,14,32,8,8,10,5,-13,4012.47,8441.75,6380.53,44777,-5.89,2.66,10.66,-1.25,451,356.84
1095,14,32,11,8,-11,11,-2,4012.48,8441.7,6393.12,44698,-5.8,2.54,11.6,0.47,451,356.84
1096,14,32,14,8,-8,28,7,4012.5,8441.63,6403.47,44633,-6.45,2.11,8.66,0.78,450,355.96
1097,14,32,16,8,10,38,17,4012.5,8441.58,6412.4,44581,-6.8,1.76,13.14,-1.29,450,355.96
1098,14,32,18,8,20,52,2,4012.51,8441.53,6429.7,44463,-5.81,1.6,11.21,0.98,448,354.2
1099,14,32,20,8,-8,40,-1,4012.52,8441.47,6466.26,44250,-6.85,1.96,9.57,0.43,448,353.32
1100,14,32,23,8,0,-24,-4,4012.53,8441.4,6457.8,44293,-6.36,2.9,11.33,-1.41,449,354.2
1101,14,32,24,8,-12,-64,-6,4012.54,8441.36,6473.43,44208,-5.7,2.35,11.21,0.54,450,355.96
1102,14,32,27,8,-9,-46,5,4012.55,8441.32,6488.28,44109,-6.9,1.92,10.19,0.66,450,355.96
1103,14,32,28,8,-17,-11,4,4012.56,8441.28,6505.27,44008,-6.49,1.8,10.4,0.43,448,354.2
1104,14,32,32,8,-11,-31,-8,4012.57,8441.2,6517.38,43930,-7.31,1.96,10.19,0.19,451,355.96
1105,14,32,34,8,-19,-29,-3,4012.57,8441.15,6527.7,43880,-7.66,1.76,11.76,0.39,451,356.84
1106,14,32,36,8,5,-20,-13,4012.58,8441.1,6541.65,43787,-7.31,2.7,12.43,-1.33,445,350.69
1107,14,32,38,8,-7,-1,0,4012.59,8441.5,6562.7,43652,-6.78,2.19,11.45,0.66,445,350.69
1108,14,32,40,8,-1,15,0,4012.6,8440.98,6581.32,43543,-6.67,1.72,7.72,0.9,449,355.8
1109,14,32,43,8,-2,18,1,4012.61,8440.93,6591.55,43487,-7.5,1.76,11.33,0.3,450,355.96
1110,14,32,44,8,-2,7,8,4012.63,8440.88,6603.62,43414,-8.23,2.7,10.59,0.62,451,355.96
1111,14,32,47,8,-10,-13,-12,4012.64,8440.84,6618.68,43319,-8.26,2.54,11.61,0.54,445,350.69
1112,14,32,50,8,-13,-54,-14,4012.66,8440.77,6632.61,43234,-8.5,2.35,10.66,0.54,449,355.8
1113,14,32,52,8,-21,-69,-3,4012.66,8440.72,6645.73,43151,-8.99,1.72,11.49,0.11,450,355.8
1114,14,32,54,8,-16,-51,0,4012.67,8440.67,6659.53,43075,-9.22,1.45,10,0.74,449,355.8
1115,14,32,56,8,-11,-21,3,4012.69,8440.62,6672.35,42999,-9.6,1.68,11.76,-1.1,450,355.96
1116,14,32,59,8,-3,3,0,4012.71,8440.54,6691.37,42892,-8.51,1.68,10.19,0.98,450,355.96
1117,14,33,0,8,-5,10,9,4012.73,8440.5,6702.4,42820,-8.85,1.56,10.63,0.5,451,355.96
1118,14,33,3,8,-12,0,-7,4012.74,8440.45,6714.12,42744,-9.42,2.39,10.74,0.31,450,355.96
1119,14,33,4,8,-7,-41,-11,4012.75,8440.41,6729.87,42659,-9.76,2.51,12.43,0.23,450,355.96
1120,14,33,8,8,-7,-46,0,4012.76,8440.32,6743.98,42571,-9.96,1.76,10.12,0.47,450,355.96
1121,14,33,10,8,-12,-22,1,4012.78,8440.27,6759.45,42475,-10.17,1.6,9.53,0.39,450,355.96
1122,14,33,12,8,-9,-6,0,4012.79,8440.22,6768.54,42416,-10.6,1.72,10.7,0.27,450,355.96
1123,14,33,14,8,1,2,-2,4012.81,8440.18,6780.68,42356,-10.84,1.8,10.27,0.54,450,355.96
1124,14,33,16,8,-11,5,6,4012.83,8440.13,6791.83,42286,-11.1,1.84,11.25,0.23,451,355.96
1125,14,33,19,8,-4,-6,-8,4012.85,8440.7,6805.35,42211,-11.23,2.51,11.88,0.39,448,353.32
1126,14,33,20,8,-3,8,-1,4012.86,8440.2,6825.34,42093,-10.92,2,10.47,0.86,449,355.8
1127,14,33,23,8,-16,29,12,4012.87,8439.97,6848.26,41954,-10.62,1.8,10.19,0.19,450,355.8
1128,14,33,24,8,20,9,3,4012.89,8439.93,6859.83,41896,-10.33,1.52,9.96,-1.6,450,353.32
1129,14,33,28,8,-15,16,4,4012.91,8439.84,6874.48,41802,-9.87,1.41,12.8,0.54,449,355.8
1130,14,33,30,8,-10,-14,-13,4012.92,8439.79,6886.26,41729,-10.7,1.76,10.74,0.31,449,355.8
1131,14,33,32,8,14,-34,1,4012.94,8439.74,6899.93,41651,-10.61,1.88,12.43,-1.13,450,355.8
1132,14,33,35,8,-5,-24,16,4012.97,8439.67,6919.28,41539,-9.96,1.56,11.21,0.98,446,352.44
1133,14,33,36,8,-23,-22,0,4012.98,8439.62,6934.71,41452,-10.48,1.17,10.4,0.5,448,354.2
1134,14,33,39,8,1,-25,-10,4012.99,8439.58,6943.82,41394,-10.75,1.72,11.25,-1.17,449,355.8
1135,14,33,40,8,2,-24,0,4013.1,8439.53,6959.3,41303,-10.8,1.76,10.23,-1.29,444,349.81
1136,14,33,43,8,-2,-1,11,4013.2,8439.48,6976.19,41210,-9.58,1.41,11.49,0.82,448,353.32
1137,14,33,46,8,-9,-4,-5,4013.5,8439.4,6986.38,41149,-10.9,1.84,11.72,0.43,447,352.44
1138,14,33,48,8,-13,-15,1,4013.6,8439.35,7001.7,41061,-10.66,1.68,11.61,0.5,448,354.2
1139,14,33,50,8,0,-21,-4,4013.8,8439.31,7014.23,40981,-10.28,2.23,11.65,-1.37,443,348.93
1140,14,33,52,8,-13,-25,-4,4013.1,8439.25,7035.39,40863,-10.8,2.35,11.21,0.5,442,348.5
1141,14,33,55,8,-7,33,5,4013.12,8439.17,7052.43,40765,-10.66,1.84,10.86,0.35,447,352.44
1142,14,33,56,8,-11,63,8,4013.13,8439.13,7068.1,40676,-11.1,1.92,11.96,0.7,448,353.32
1143,14,33,59,8,0,39,4,4013.15,8439.8,7083.46,40577,-11.52,2.27,9.88,0.58,448,354.2
1144,14,34,0,8,-12,23,-2,4013.17,8439.4,7097.62,40500,-11.85,2.39,11.17,0.11,445,350.69
1145,14,34,4,8,-3,-7,-8,4013.19,8438.95,7110.22,40438,-12.8,1.88,10.43,0.43,447,353.32
1146,14,34,6,8,0,18,12,4013.21,8438.9,7123.72,40356,-12.16,1.64,12.19,0.43,448,353.32
1147,14,34,8,8,0,46,2,4013.22,8438.85,7141.81,40243,-12.52,1.96,11.41,0.39,448,353.32
1148,14,34,10,8,4,63,3,4013.23,8438.8,7162.75,40138,-11.96,1.6,8.55,0.54,448,353.32
1149,14,34,12,8,-21,44,-12,4013.26,8438.72,7175.98,40061,-12.58,3.5,13.18,0.19,448,354.2
1150,14,34,15,8,-2,3,9,4013.28,8438.67,7196.65,39936,-12.69,1.72,9.96,0.94,448,353.32
1151,14,34,16,8,6,62,6,4013.3,8438.62,7214.9,39854,-12.2,1.13,11.6,0.62,448,353.32
1152,14,34,19,8,5,55,2,4013.31,8438.58,7225.9,39783,-12.3,1.68,9.25,0.43,448,353.32
1153,14,34,22,8,-7,30,-8,4013.34,8438.52,7237.26,39714,-12.66,2.47,11.29,0.47,448,353.32
1154,14,34,24,8,-11,16,10,4013.36,8438.47,7250.96,39641,-12.95,2.19,12.39,0.11,448,353.32
1155,14,34,26,8,3,33,0,4013.37,8438.42,7274.13,39512,-13.16,2,10,0.74,447,352.44
1156,14,34,28,8,-14,44,1,4013.39,8438.37,7287.17,39431,-12.89,1.76,11.33,0.11,447,352.44
1157,14,34,31,8,-6,12,6,4013.41,8438.3,7298.44,39369,-13.52,1.76,10.94,0.23,448,353.32
1158,14,34,32,8,2,11,9,4013.43,8438.26,7317.26,39275,-13.81,1.45,12.47,0.5,447,353.32
1159,14,34,35,8,-3,28,0,4013.45,8438.21,7338.9,39143,-13.86,1.76,9.37,0.86,447,352.44
1160,14,34,36,8,8,0,3,4013.47,8438.16,7349.6,39081,-13.28,2,10.9,-1.41,447,352.44
1161,14,34,40,8,-3,17,3,4013.48,8438.9,7362.58,39006,-12.63,2.35,11.8,-1.25,448,353.32
1162,14,34,42,8,-8,-14,-4,4013.49,8438.4,7381.53,38916,-12.5,2.39,11.6,0.82,447,352.44
1163,14,34,44,8,-2,-5,-2,4013.51,8438,7394.55,38840,-12.18,1.92,9.1,0.86,447,352.44
1164,14,34,46,8,-27,-4,13,4013.53,8437.95,7404.33,38786,-12.56,2.15,12.63,0.15,443,348.93
1165,14,34,48,8,8,20,-13,4013.55,8437.89,7418.11,38712,-13.19,1.68,10.4,0.47,446,351.57
1166,14,34,51,8,-10,37,16,4013.57,8437.84,7432.83,38623,-13.56,1.68,12.67,0.3,446,352.44
1167,14,34,52,8,11,40,4,4013.59,8437.78,7455.4,38495,-13.81,1.41,9.41,-1.13,446,352.44
1168,14,34,55,8,-3,45,11,4013.61,8437.74,7470.54,38428,-13.34,1.13,10.7,0.3,440,346.29
1169,14,34,58,8,2,9,-12,4013.62,8437.67,7487.53,38340,-13.74,2.54,10.78,-1.17,445,350.69
1170,14,35,0,8,-5,-38,-3,4013.64,8437.62,7504.19,38247,-13.5,2.43,10.7,-1.13,446,351.57
1171,14,35,2,8,-18,-60,-6,4013.65,8437.56,7517.77,38154,-12.78,2.19,10.8,0.54,446,351.57
1172,14,35,4,8,-23,-61,-3,4013.67,8437.5,7527.5,38117,-13.26,1.64,11.61,0.23,446,351.57
1173,14,35,7,8,-16,-35,-1,4013.7,8437.43,7545.53,38007,-13.81,1.72,11.57,0.7,447,352.44
1174,14,35,8,8,-9,-36,-2,4013.71,8437.38,7568.22,37888,-13.53,2.11,9.76,0.9,446,352.44
1175,14,35,11,8,-19,-46,-23,4013.73,8437.33,7578.37,37839,-13.66,1.76,10.51,0.3,446,352.44
1176,14,35,12,8,12,-9,-4,4013.76,8437.28,7590.21,37778,-14.5,1.84,12.27,-1.13,443,348.93
1177,14,35,16,8,-8,21,-6,4013.78,8437.19,7613.2,37645,-13.3,1.84,10.51,0.86,445,350.69
1178,14,35,18,8,-9,23,10,4013.8,8437.13,7627.69,37570,-13.64,1.68,8.82,0.98,446,351.57
1179,14,35,20,8,21,69,31,4013.82,8437.8,7643.51,37481,-13.4,1.13,13.88,0.74,446,351.57
1180,14,35,22,8,11,55,24,4013.83,8437.3,7658.98,37400,-13.71,1.29,10.98,0.5,440,345.41
1181,14,35,24,8,8,-13,5,4013.85,8436.98,7667.95,37353,-14.16,1.45,10.9,0.62,445,349.81
1182,14,35,27,8,-6,0,-6,4013.88,8436.9,7678.79,37297,-14.7,2.3,11.84,0.66,443,348.93
1183,14,35,28,8,-8,-4,4,4013.9,8436.84,7691.89,37227,-14.23,1.41,9.76,0.78,445,350.69
1184,14,35,31,8,9,15,5,4013.92,8436.79,7705.57,37152,-14.19,1.49,11.61,-1.1,445,350.69
1185,14,35,32,8,5,18,-5,4013.94,8436.74,7724.36,37047,-13.52,1.6,10.78,-1.1,447,351.57
1186,14,35,36,8,-8,10,10,4013.97,8436.65,7735.83,36986,-13.75,1.49,9.41,0.47,444,348.93
1187,14,35,38,8,-9,-6,-11,4014,8436.6,7748.8,36940,-14.53,2.7,12.55,0.3,445,350.69
1188,14,35,40,8,-6,-30,-7,4014.2,8436.55,7763.17,36850,-14.84,2.35,11.2,0.58,445,350.69
1189,14,35,42,8,-4,-16,-1,4014.3,8436.5,7780.57,36728,-14.14,2.27,10.31,0.9,441,346.29
1190,14,35,44,8,-14,-15,-17,4014.5,8436.42,7801.22,36656,-14.27,2.58,12.8,0,444,349.81
1191,14,35,47,8,17,-31,3,4014.7,8436.36,7817.36,36552,-14.48,1.96,11.1,-1.45,445,350.69
1192,14,35,48,8,-5,0,4,4014.9,8436.31,7833.34,36473,-13.58,2.43,10.39,-1.17,444,349.81
1193,14,35,51,8,-15,3,-6,4014.11,8436.26,7848.2,36397,-13.64,2.66,12.4,0.27,445,350.69
1194,14,35,54,8,-2,12,1,4014.14,8436.17,7862.72,36318,-14.3,1.84,9.8,0.62,445,350.69
1195,14,35,56,8,-6,31,17,4014.15,8436.11,7876.1,36233,-14.68,1.88,12.31,0.23,445,350.69
